order_item_id,order_id,product_id,quantity,unit_price
291,122,31,3,32.4
292,122,6,1,289.07
293,123,8,1,175.41
294,123,52,1,34.98
295,123,34,2,35.16
296,123,16,2,117.45
297,124,6,3,289.07
298,124,13,3,71.35
299,124,40,2,58.6
300,125,20,3,102.52
301,125,58,1,21.46
302,126,33,2,35.23
303,126,28,2,9.66
304,126,58,1,21.46
305,126,7,2,97.14
306,127,33,2,35.23
307,128,15,1,42.56
308,128,51,3,5.07
309,128,18,3,124.11
310,128,7,1,97.14
311,129,39,2,59.27
312,129,10,2,236.19
313,129,55,2,25.2
314,130,27,2,58.96
315,130,55,2,25.2
316,131,53,3,8.99
317,132,16,3,111.58
318,132,43,1,37.07
319,132,19,1,116.13
320,133,21,3,69.32
321,133,7,1,92.28
322,133,10,1,236.19
323,134,24,1,39.92
324,134,7,3,97.14
325,134,3,1,42.57
326,135,26,3,84.32
327,135,22,3,41.98
328,135,34,1,35.16
329,136,31,2,32.4
330,136,26,1,84.32
331,137,8,3,175.41
332,138,9,3,247.25
333,138,34,3,35.16
334,138,5,1,176.19
335,138,47,3,130.34
336,139,58,3,21.46
337,139,36,3,10.96
338,139,20,2,102.52
339,140,42,1,76.5
340,140,35,1,6.33
341,141,20,1,102.52
342,141,50,3,53.01
343,142,21,3,69.32
344,142,39,1,56.31
345,142,52,3,34.98
346,142,7,2,92.28
347,143,50,1,50.36
348,143,46,1,167.04
349,143,28,1,9.66
350,143,38,2,38.97
351,144,29,1,17.72
352,144,46,3,167.04
353,144,8,1,175.41
354,144,11,3,58.94
355,145,27,2,58.96
356,145,13,1,71.35
357,145,1,1,157.94
358,145,12,2,120.17
359,146,13,3,71.35
360,147,33,1,35.23
361,147,40,3,58.6
362,148,58,1,20.39
363,148,59,3,24.67
364,149,2,1,118.54
365,149,25,1,41.66
366,149,29,2,17.72
367,149,27,3,58.96
368,150,41,3,116.68
369,150,18,3,124.11
370,150,44,2,75.69
371,150,32,3,13.9
372,151,47,2,130.34
373,151,46,1,167.04
374,151,27,2,58.96
375,151,10,1,236.19
376,152,49,3,88.65
377,152,31,3,32.4
378,152,57,3,22.42
379,153,32,2,13.9
380,153,51,2,5.07
381,154,18,1,124.11
382,154,43,2,37.07
383,155,18,1,124.11
384,156,31,1,34.1
385,156,4,3,343.75
386,156,11,2,62.04
387,156,16,2,117.45
388,157,51,2,5.07
389,158,8,1,175.41
390,158,32,1,13.9
391,158,39,2,59.27
392,158,57,1,22.42
393,159,27,3,58.96
394,160,14,1,39.32
395,160,32,3,13.9
396,160,27,2,58.96
397,160,11,3,62.04
398,161,22,2,41.98
399,161,11,2,62.04
400,161,18,2,124.11
401,162,24,3,42.02
402,162,18,3,124.11
403,163,58,3,21.46
404,163,17,2,63.23
405,163,19,2,116.13
406,164,46,1,167.04
407,165,45,3,174.61
408,165,27,3,58.96
409,165,11,1,62.04
410,166,50,2,53.01
411,166,43,3,37.07
412,167,31,3,34.1
413,167,40,2,55.67
414,167,23,2,34.05
415,167,18,1,124.11
416,168,53,3,8.99
417,169,22,3,41.98
418,169,36,3,10.96
419,169,17,1,63.23
420,170,8,2,175.41
421,170,15,3,42.56
422,170,33,1,33.47
423,171,33,2,35.23
424,172,43,3,37.07
425,172,25,2,39.58
426,172,18,3,124.11
427,173,16,1,117.45
428,173,44,1,75.69
429,173,40,1,58.6
430,173,34,1,35.16
431,174,6,3,289.07
432,174,37,1,12.41
433,175,3,3,42.57
434,175,10,3,236.19
435,175,15,3,42.56
436,176,60,1,13.27
437,177,55,1,25.2
438,177,36,3,10.96
439,178,31,2,32.4
440,178,3,3,42.57
441,178,39,2,59.27
442,178,6,1,289.07
443,179,54,3,5.86
444,179,44,3,75.69
445,179,2,1,112.61
446,179,49,3,88.65
447,180,8,2,166.64
448,181,17,2,63.23
449,181,49,3,88.65
450,182,1,3,166.25
451,183,13,2,71.35
452,183,50,3,53.01
453,183,5,3,176.19
454,184,11,1,62.04
455,184,10,3,236.19
456,185,9,2,247.25
457,185,46,3,167.04
458,186,13,2,67.78
459,186,11,2,62.04
460,187,60,1,13.97
461,187,48,1,101.61
462,187,11,1,62.04
463,188,40,3,58.6
464,188,5,3,176.19
465,188,3,1,40.44
466,189,39,2,56.31
467,189,28,1,9.66
468,190,59,2,24.67
469,190,31,1,34.1
470,190,21,2,69.32
471,191,59,2,24.67
472,191,31,2,34.1
473,191,53,2,8.99
474,191,40,2,58.6
475,192,47,1,123.82
476,192,28,2,9.18
477,192,17,2,60.07
478,193,40,2,58.6
479,193,56,1,15.32
480,193,13,1,71.35
481,193,23,2,34.05
482,194,55,1,25.2
483,194,15,3,42.56
484,195,42,2,76.5
485,195,1,2,157.94
486,195,24,1,42.02
487,196,49,3,88.65
488,197,20,3,102.52
489,197,39,2,59.27
490,197,19,2,116.13
491,197,24,2,42.02
492,198,47,1,130.34
493,198,26,2,84.32
494,198,10,3,236.19
495,198,4,3,326.56
496,199,52,1,34.98
497,199,8,3,175.41
498,199,58,3,21.46
499,199,19,2,116.13
500,200,8,3,175.41
501,200,13,1,67.78
502,200,28,1,9.66
503,200,34,2,35.16
504,201,50,3,53.01
505,201,29,2,17.72
506,201,34,3,35.16
507,202,22,3,41.98
508,203,13,2,71.35
509,203,32,3,13.9
510,203,5,2,176.19
511,203,56,1,15.32
512,204,12,3,114.16
513,204,48,1,101.61
514,205,40,3,58.6
515,205,48,1,101.61
516,206,13,3,71.35
517,206,18,3,124.11
518,207,34,2,33.4
519,208,35,3,6.33
520,209,31,1,34.1
521,209,16,3,117.45
522,210,47,2,130.34
523,210,20,2,102.52
524,210,16,2,117.45
525,210,39,2,59.27
526,211,30,2,28.98
527,211,35,3,6.33
528,211,39,2,59.27
529,212,35,2,6.33
530,213,11,1,62.04
531,213,28,2,9.66
532,213,49,2,88.65
533,214,51,2,5.07
534,214,22,2,39.88
535,214,48,1,101.61
536,215,39,1,59.27
537,215,58,3,21.46
538,216,36,2,10.96
539,217,20,3,102.52
540,218,44,1,75.69
541,218,12,1,120.17
542,218,30,1,30.51
543,219,30,2,30.51
544,219,3,3,42.57
545,220,18,3,124.11
546,221,56,1,15.32
547,221,13,1,71.35
548,221,54,2,5.86
549,221,59,2,24.67
550,222,4,1,343.75
551,223,31,2,32.4
552,223,41,2,116.68
553,223,56,1,15.32
554,224,54,2,5.86
555,225,60,2,13.97
556,225,5,2,176.19
557,226,56,3,15.32
558,227,49,3,88.65
559,227,42,1,76.5
560,227,3,3,42.57
561,228,47,1,130.34
562,229,46,1,167.04
563,229,35,2,6.01
564,229,41,3,116.68
565,229,48,2,101.61
566,230,4,1,343.75
567,230,2,3,118.54
568,230,55,3,23.94
569,231,9,2,247.25
570,231,2,2,118.54
571,232,31,2,34.1
572,232,30,3,30.51
573,232,10,2,236.19
574,232,45,1,174.61
575,233,56,2,15.32
576,234,39,1,59.27
577,235,6,3,289.07
578,235,22,2,41.98
579,236,13,3,67.78
580,236,9,3,247.25
581,236,8,3,175.41
582,236,16,1,111.58
583,237,20,2,102.52
584,237,31,1,34.1
585,237,59,2,24.67
586,237,17,3,63.23
587,238,35,3,6.33
588,239,59,3,24.67
589,240,30,2,28.98
590,240,41,1,110.85
591,240,1,2,157.94
592,241,12,3,114.16
593,241,21,2,65.85
594,242,41,2,116.68
595,242,12,3,120.17
596,242,45,3,174.61
597,242,47,2,130.34
598,243,21,3,69.32
599,244,36,1,10.41
600,244,38,2,38.97
601,244,20,1,102.52
602,245,30,2,30.51
603,245,13,2,71.35
604,245,1,3,166.25
605,245,29,2,17.72
606,246,15,3,42.56
607,246,60,2,13.97
608,247,17,2,63.23
609,247,52,2,34.98
610,247,33,3,35.23
611,247,39,3,59.27
612,248,25,2,41.66
613,249,17,2,63.23
614,249,33,2,35.23
615,249,31,3,34.1
616,250,55,1,23.94
617,250,23,3,34.05
618,250,17,2,63.23
619,250,22,2,39.88
620,251,12,2,120.17
621,251,39,2,59.27
622,251,58,1,21.46
623,251,52,2,34.98
624,252,25,2,41.66
625,253,54,2,5.86
626,254,2,3,118.54
627,254,29,1,17.72
628,255,50,1,53.01
629,255,22,3,41.98
630,256,44,3,75.69
631,257,20,3,102.52
632,258,11,3,62.04
633,258,40,1,58.6
634,258,31,2,34.1
635,259,38,3,38.97
636,259,12,2,120.17
637,259,29,3,17.72
638,259,11,2,62.04
639,260,12,1,120.17
640,260,40,1,58.6
641,260,48,3,101.61
642,261,33,1,33.47
643,261,10,3,236.19
644,262,13,2,71.35
645,262,31,3,34.1
646,263,1,1,166.25
647,263,55,2,25.2
648,263,9,1,247.25
649,264,15,1,42.56
650,264,47,3,130.34
651,264,24,3,42.02
652,264,21,3,65.85
653,265,14,1,39.32
654,265,18,1,124.11
655,266,54,1,5.86
656,266,10,2,236.19
657,266,14,3,39.32
658,267,9,1,247.25
659,267,15,1,42.56
660,267,12,1,120.17
661,267,51,3,5.07
662,268,39,2,59.27
663,268,50,1,53.01
664,268,3,1,42.57
665,268,38,3,38.97
666,269,55,2,23.94
667,269,1,1,166.25
668,269,60,1,13.97
669,270,28,3,9.18
670,270,21,2,69.32
671,271,30,1,30.51
672,271,17,2,63.23
673,271,26,2,80.1
674,272,52,2,34.98
675,273,51,1,5.07
676,273,43,2,37.07
677,274,11,1,62.04
678,274,32,1,13.9
679,275,17,3,63.23
680,276,26,2,84.32
681,277,46,1,167.04
682,278,18,3,124.11
683,279,6,1,289.07
684,279,28,3,9.66
685,279,50,3,53.01
686,279,12,3,120.17
687,280,7,2,97.14
688,281,31,1,34.1
689,281,26,2,80.1
690,281,49,1,88.65
691,281,29,2,17.72
692,282,23,1,34.05
693,282,44,1,75.69
694,282,24,1,42.02
695,282,48,2,101.61
696,283,18,3,124.11
697,284,54,1,5.86
698,284,16,3,117.45
699,284,46,2,167.04
700,285,49,2,88.65
701,286,12,2,120.17
702,286,37,3,13.06
703,287,40,2,58.6
704,288,56,1,15.32
705,288,42,1,76.5
706,288,7,3,92.28
707,289,32,2,13.9
708,289,5,3,176.19
709,290,51,3,4.82
710,290,39,2,56.31
711,290,25,2,41.66
712,291,53,1,8.99
713,291,4,2,343.75
714,291,38,3,37.02
715,292,45,3,174.61
716,292,2,3,118.54
717,293,33,1,35.23
718,294,13,3,71.35
719,294,3,3,42.57
720,294,46,3,167.04
721,295,20,3,102.52
722,296,15,1,42.56
723,296,44,1,71.91
724,296,26,1,84.32
725,296,54,2,5.86
726,297,13,2,71.35
727,297,54,1,5.86
728,297,8,1,166.64
729,297,50,3,50.36
730,298,59,1,24.67
731,298,44,3,75.69
732,298,51,3,5.07
733,298,8,3,175.41
734,299,29,2,17.72
735,300,4,3,343.75
736,301,21,1,69.32
737,301,33,1,35.23
738,301,30,1,28.98
739,302,32,1,13.21
740,302,38,3,38.97
741,303,23,1,32.35
742,304,34,3,35.16
743,305,15,3,42.56
744,305,11,3,62.04
745,305,7,2,92.28
746,306,4,3,326.56
747,306,35,2,6.33
748,306,39,3,59.27
749,307,1,1,157.94
750,307,18,3,124.11
751,307,34,3,35.16
752,307,52,2,34.98
753,308,30,3,30.51
754,308,17,2,63.23
755,308,33,2,35.23
756,308,1,2,166.25
757,309,12,3,120.17
758,309,9,3,247.25
759,309,48,1,101.61
760,309,43,2,37.07
761,310,35,2,6.33
762,310,17,2,63.23
763,311,56,1,15.32
764,311,46,2,167.04
765,311,18,1,124.11
766,311,58,2,21.46
767,312,24,1,42.02
768,312,8,1,175.41
769,312,56,3,15.32
770,313,58,1,21.46
771,313,53,2,8.99
772,313,50,3,50.36
773,314,1,3,166.25
774,314,3,2,42.57
775,314,54,3,5.86
776,315,2,2,112.61
777,315,60,3,13.97
778,316,40,1,58.6
779,316,31,1,34.1
780,316,38,1,38.97
781,317,29,1,17.72
782,318,19,1,116.13
783,319,5,1,176.19
784,319,10,2,224.38
785,319,57,1,22.42
786,319,29,3,17.72
787,320,46,2,158.69
788,321,18,2,124.11
789,321,16,3,117.45
790,322,57,1,22.42
791,323,9,1,234.89
792,323,6,2,289.07
793,323,15,3,42.56
794,323,31,3,34.1
795,324,9,3,234.89
796,325,20,1,102.52
797,325,26,1,84.32
798,325,38,1,38.97
799,325,44,3,75.69
800,326,9,3,247.25
801,326,21,3,69.32
802,326,14,3,39.32
803,327,28,3,9.66
804,328,4,3,343.75
805,329,23,1,32.35
806,330,49,3,88.65
807,330,41,1,116.68
808,331,12,1,114.16
809,331,57,2,21.3
810,331,49,3,88.65
811,331,9,1,247.25
812,332,28,3,9.18
813,332,44,2,75.69
814,332,11,3,62.04
815,332,56,3,14.55
816,333,15,2,42.56
817,334,33,2,35.23
818,334,40,3,58.6
819,335,25,1,41.66
820,335,1,3,166.25
821,336,20,1,97.39
822,336,22,1,39.88
823,336,52,2,34.98
824,336,42,2,76.5
825,337,56,1,15.32
826,337,55,3,25.2
827,337,42,1,76.5
828,338,3,1,42.57
829,339,55,2,25.2
830,340,28,1,9.18
831,341,4,1,343.75
832,341,10,1,224.38
833,341,59,3,23.44
834,341,27,1,58.96
835,342,27,2,58.96
836,342,34,3,35.16
837,342,12,3,120.17
838,343,21,3,65.85
839,344,17,1,63.23
840,344,52,3,34.98
841,345,46,3,167.04
842,346,29,1,16.83
843,347,12,1,120.17
844,347,34,3,35.16
845,347,44,1,75.69
846,348,9,2,247.25
847,349,24,1,42.02
848,349,26,3,84.32
849,349,19,3,116.13
850,350,36,3,10.96
851,351,58,3,21.46
852,351,2,2,118.54
853,352,60,3,13.97
854,352,10,2,236.19
855,352,49,2,88.65
856,352,25,2,41.66
857,353,33,3,35.23
858,354,11,3,62.04
859,355,45,3,174.61
860,356,21,1,65.85
861,356,4,3,343.75
862,357,40,2,58.6
863,357,49,2,88.65
864,358,3,1,42.57
865,358,50,2,53.01
866,358,6,2,289.07
867,359,42,3,76.5
868,359,51,3,5.07
869,360,4,2,343.75
870,360,59,3,24.67
871,361,59,2,24.67
872,361,39,1,59.27
873,361,40,3,58.6
874,361,58,3,21.46
875,362,5,3,176.19
876,362,52,2,33.23
877,363,55,1,25.2
878,363,60,1,13.97
879,363,37,1,12.41
880,363,34,1,35.16
881,364,16,3,111.58
882,364,7,2,97.14
883,364,20,1,102.52
884,365,35,2,6.33
885,365,43,3,37.07
886,366,18,1,124.11
887,366,21,1,69.32
888,366,31,3,34.1
889,366,11,2,62.04
890,367,16,1,117.45
891,367,57,3,22.42
892,367,56,1,15.32
893,367,26,3,84.32
894,368,8,3,175.41
895,368,33,1,35.23
896,368,35,2,6.33
897,368,51,2,5.07
898,369,33,3,35.23
899,369,16,3,117.45
900,370,40,3,58.6
901,371,26,1,84.32
902,371,58,2,21.46
903,372,12,2,120.17
904,372,24,1,42.02
905,373,7,2,97.14
906,373,45,3,174.61
907,373,9,2,247.25
908,373,59,1,24.67
909,374,19,3,110.32
910,375,6,2,289.07
911,375,47,2,130.34
912,375,38,1,38.97
913,375,15,3,40.43
914,376,32,1,13.9
915,376,50,2,53.01
916,377,60,2,13.27
917,377,51,1,5.07
918,377,47,3,123.82
919,377,2,1,118.54
920,378,42,1,76.5
921,378,12,2,120.17
922,378,22,3,41.98
923,378,54,1,5.86
924,379,44,2,75.69
925,380,54,2,5.86
926,380,52,2,34.98
927,381,58,3,21.46
928,382,21,2,69.32
929,383,17,2,60.07
930,384,42,2,76.5
931,384,39,3,59.27
932,384,7,1,97.14
933,384,56,3,15.32
934,385,2,1,118.54
935,385,40,3,58.6
936,385,53,1,8.99
937,386,42,1,76.5
938,386,6,3,289.07
939,386,14,1,39.32
940,386,37,3,13.06
941,387,9,3,247.25
942,387,21,3,69.32
943,387,46,3,167.04
944,387,32,3,13.9
945,388,18,3,124.11
946,389,49,3,88.65
947,389,41,3,116.68
948,389,2,3,118.54
949,389,18,1,117.9
950,390,51,2,5.07
951,390,22,2,41.98
952,390,31,1,32.4
953,390,56,2,15.32
954,391,15,3,40.43
955,391,38,3,38.97
956,391,8,1,166.64
957,391,60,3,13.97
958,392,29,1,17.72
959,392,56,1,15.32
960,392,54,3,5.57
961,393,26,1,84.32
962,394,53,1,8.99
963,394,10,2,224.38
964,394,46,1,167.04
965,394,41,1,116.68
966,395,17,1,63.23
967,396,36,3,10.96
968,397,9,3,247.25
969,398,4,1,343.75
970,398,14,1,39.32
971,399,25,2,41.66
972,399,54,3,5.86
973,399,32,3,13.9
974,400,53,3,8.99
975,401,49,2,88.65
976,401,18,3,124.11
977,402,24,2,42.02
978,402,34,1,33.4
979,402,22,2,41.98
980,402,57,3,21.3
981,403,29,1,17.72
982,404,20,1,102.52
983,404,6,2,289.07
984,405,41,2,116.68
985,406,34,1,35.16
986,406,31,3,32.4
987,406,10,3,236.19
988,407,59,3,24.67
989,407,38,3,38.97
990,407,40,3,55.67
991,408,32,3,13.9
992,408,18,3,124.11
993,409,14,3,39.32
994,409,12,2,120.17
995,409,35,1,6.01
996,410,44,3,75.69
997,410,56,3,15.32
998,410,8,2,175.41
999,410,34,1,35.16
1000,411,59,3,23.44
1001,411,52,3,34.98
1002,412,50,2,53.01
1003,412,4,2,343.75
1004,412,39,1,59.27
1005,413,16,3,117.45
1006,413,32,2,13.9
1007,414,17,2,63.23
1008,414,7,3,97.14
1009,415,47,2,130.34
1010,416,18,1,124.11
1011,417,24,2,42.02
1012,417,52,1,34.98
1013,418,52,2,34.98
1014,419,19,3,116.13
1015,420,33,3,33.47
1016,420,51,1,5.07
1017,420,49,1,88.65
1018,420,15,2,42.56
1019,421,8,3,175.41
1020,422,25,2,41.66
1021,423,6,2,289.07
1022,423,14,2,39.32
1023,423,31,2,34.1
1024,424,18,2,124.11
1025,424,15,1,42.56
1026,425,34,3,35.16
1027,425,37,3,13.06
1028,425,51,3,5.07
1029,426,32,1,13.9
1030,427,56,1,15.32
1031,427,54,2,5.86
1032,428,15,3,42.56
1033,428,39,3,59.27
1034,428,35,3,6.33
1035,428,10,1,224.38
1036,429,20,2,102.52
1037,430,54,3,5.86
1038,430,19,2,110.32
1039,431,47,3,130.34
1040,431,10,2,236.19
1041,431,30,3,30.51
1042,432,39,3,59.27
1043,432,46,3,167.04
1044,433,58,1,21.46
1045,433,9,1,247.25
1046,433,42,2,76.5
1047,434,42,1,72.67
1048,434,33,2,35.23
1049,435,16,1,117.45
1050,435,42,2,76.5
1051,435,26,2,84.32
1052,436,32,3,13.21
1053,437,21,3,69.32
1054,437,31,3,34.1
1055,438,60,2,13.97
1056,439,51,3,5.07
1057,439,32,2,13.9
1058,439,19,3,116.13
1059,439,38,2,38.97
1060,440,46,3,167.04
1061,440,59,2,24.67
1062,440,36,3,10.96
1063,440,22,3,41.98
1064,441,33,2,35.23
1065,441,13,2,71.35
1066,441,23,3,34.05
1067,441,36,3,10.96
1068,442,33,2,35.23
1069,442,32,1,13.9
1070,443,25,3,41.66
1071,443,36,1,10.96
1072,444,41,2,116.68
1073,445,38,3,38.97
1074,445,10,2,236.19
1075,445,9,1,247.25
1076,445,21,3,69.32
1077,446,33,2,33.47
1078,447,45,3,165.88
1079,447,8,3,175.41
1080,447,12,3,120.17
1081,448,14,2,39.32
1082,448,28,3,9.66
1083,448,9,2,247.25
1084,449,19,2,116.13
1085,449,50,1,50.36
1086,450,2,2,118.54
1087,450,60,2,13.97
1088,450,33,2,35.23
1089,450,55,1,25.2
1090,451,4,1,343.75
1091,451,28,2,9.18
1092,451,24,1,39.92
1093,451,23,1,34.05
1094,452,57,3,22.42
1095,452,11,1,62.04
1096,452,44,3,75.69
1097,452,18,2,124.11
1098,453,21,1,69.32
1099,453,57,3,22.42
1100,453,9,3,247.25
1101,453,19,2,116.13
1102,454,30,1,30.51
1103,454,25,3,41.66
1104,455,30,3,28.98
1105,455,49,1,88.65
1106,455,10,3,236.19
1107,455,34,2,33.4
1108,456,24,3,42.02
1109,456,55,3,25.2
1110,456,39,3,59.27
1111,456,1,2,166.25
1112,457,27,3,58.96
1113,457,32,2,13.9
1114,457,12,3,120.17
1115,457,20,2,97.39
1116,458,36,3,10.41
1117,458,52,2,34.98
1118,459,1,2,166.25
1119,459,32,3,13.21
1120,459,41,3,116.68
1121,460,40,3,55.67
1122,461,59,3,24.67
1123,461,27,3,58.96
1124,461,12,3,120.17
1125,461,49,2,88.65
1126,462,57,3,22.42
1127,462,29,2,17.72
1128,462,13,1,71.35
1129,463,31,2,32.4
1130,463,14,2,39.32
1131,463,27,3,58.96
1132,464,12,1,120.17
1133,464,21,2,69.32
1134,464,20,2,102.52
1135,465,55,1,25.2
1136,466,11,1,58.94
1137,467,35,3,6.33
1138,467,33,1,35.23
1139,468,56,2,15.32
1140,468,46,3,158.69
1141,468,8,3,166.64
1142,468,35,2,6.33
1143,469,5,2,176.19
1144,469,54,2,5.57
1145,469,60,3,13.97
1146,470,22,2,41.98
1147,470,16,2,117.45
1148,470,37,2,13.06
1149,471,5,3,176.19
1150,472,30,3,28.98
